Lesson	Type	No	Name	Sentences_Kor	Sentences_Phon	Sentences_Viet	FileAudio	FileImage
Lesson4	Vocabulary	1.5	Exam	금요일	gư-myô-il	Thứ Sáu	https://luandai123.github.io/THTH/L4Vo1.5.mp3	https://luandai123.github.io/THTH/L4Vo1.5.png
Lesson4	Vocabulary	1.5.ex	Exam	금요일에 파티를 합니다.	gư-myô-i-rê pha-thi-rưl ham-ni-ta.	Thứ Sáu tổ chức tiệc.	https://luandai123.github.io/THTH/L4Vo1.5.ex.mp3	
Lesson4	Vocabulary	1.5.tip	Def			[MẸO] "금(金)" = vàng/kim loại → thứ Sáu gắn với Kim Tinh!		
Lesson4	Vocabulary	1.6	Exam	토요일	thô-yô-il	Thứ Bảy	https://luandai123.github.io/THTH/L4Vo1.6.mp3	https://luandai123.github.io/THTH/L4Vo1.6.png
Lesson4	Vocabulary	1.6.ex	Exam	토요일에 등산합니다.	thô-yô-i-rê tưng-san-ham-ni-ta.	Thứ Bảy đi leo núi.	https://luandai123.github.io/THTH/L4Vo1.6.ex.mp3	
Lesson4	Vocabulary	1.6.tip	Def			[MẸO] "토(土)" = đất → thứ Bảy gắn với Thổ Tinh!		
Lesson4	Vocabulary	1.7	Exam	일요일	i-ryô-il	Chủ Nhật	https://luandai123.github.io/THTH/L4Vo1.7.mp3	https://luandai123.github.io/THTH/L4Vo1.7.png
Lesson4	Vocabulary	1.7.ex	Exam	일요일에 쉽니다.	i-ryô-i-rê sxuim-ni-ta.	Chủ Nhật nghỉ ngơi.	https://luandai123.github.io/THTH/L4Vo1.7.ex.mp3	
Lesson4	Vocabulary	1.7.tip	Def			[MẸO] "일(日)" = Mặt Trời → Chủ Nhật gắn với Mặt Trời!		
Lesson4	Vocabulary	2	Struc	Tháng trong năm (월)				
Lesson4	Vocabulary	2.1	Exam	일월	i-ruôl	Tháng Một	https://luandai123.github.io/THTH/L4Vo2.1.mp3	https://luandai123.github.io/THTH/L4Vo2.1.png
Lesson4	Vocabulary	2.1.ex	Exam	일월에 눈이 옵니다.	i-ruô-rê nu-ni ôm-ni-ta.	Tháng Một có tuyết rơi.	https://luandai123.github.io/THTH/L4Vo2.1.ex.mp3	
Lesson4	Vocabulary	2.1.tip	Def			[MẸO] 월(月)=tháng, ghép với số Hán-Hàn: 일(1)+월=tháng Một.		
Lesson4	Vocabulary	2.2	Exam	이월	i-uôl	Tháng Hai	https://luandai123.github.io/THTH/L4Vo2.2.mp3	https://luandai123.github.io/THTH/L4Vo2.2.png
Lesson4	Vocabulary	2.2.ex	Exam	이월에 방학입니다.	i-uô-rê pang-ha-gim-ni-ta.	Tháng Hai là kỳ nghỉ.	https://luandai123.github.io/THTH/L4Vo2.2.ex.mp3	
Lesson4	Vocabulary	2.2.tip	Def			 [MẸO] 이(2)+월=tháng Hai.		
Lesson4	Vocabulary	2.3	Exam	삼월	sam-uôl	Tháng Ba	https://luandai123.github.io/THTH/L4Vo2.3.mp3	https://luandai123.github.io/THTH/L4Vo2.3.png
Lesson4	Vocabulary	2.3.ex	Exam	삼월에 개학합니다.	sam-uô-rê gê-ha-kham-ni-ta.	Tháng Ba khai giảng.	https://luandai123.github.io/THTH/L4Vo2.3.ex.mp3	
Lesson4	Vocabulary	2.3.tip	Def			[MẸO] 삼(3)+월=tháng Ba.		
Lesson4	Vocabulary	2.4	Exam	사월	sa-uôl	Tháng Tư	https://luandai123.github.io/THTH/L4Vo2.4.mp3	https://luandai123.github.io/THTH/L4Vo2.4.png
Lesson4	Vocabulary	2.4.ex	Exam	사월에 꽃이 핍니다.	sa-uô-rê kkô-tri phim-ni-ta.	Tháng Tư hoa nở.	https://luandai123.github.io/THTH/L4Vo2.4.ex.mp3	
Lesson4	Vocabulary	2.4.tip	Def			[MẸO] 사(4)+월=tháng Tư.		
Lesson4	Vocabulary	2.5	Exam	오월	ô-uôl	Tháng Năm	https://luandai123.github.io/THTH/L4Vo2.5.mp3	https://luandai123.github.io/THTH/L4Vo2.5.png
Lesson4	Vocabulary	2.5.ex	Exam	오월에 여행을 갑니다.	ô-uô-rê yo-hêng-ưl gam-ni-ta.	Tháng Năm đi du lịch.	https://luandai123.github.io/THTH/L4Vo2.5.ex.mp3	
Lesson4	Vocabulary	2.5.tip	Def			[MẸO] 오(5)+월=tháng Năm.		
Lesson4	Vocabulary	2.6	Exam	유월	yu-uôl	Tháng Sáu	https://luandai123.github.io/THTH/L4Vo2.6.mp3	https://luandai123.github.io/THTH/L4Vo2.6.png
Lesson4	Vocabulary	2.6.ex	Exam	유월에 방학합니다.	yu-uô-rê pang-ha-kham-ni-ta.	Tháng Sáu nghỉ hè.	https://luandai123.github.io/THTH/L4Vo2.6.ex.mp3	
Lesson4	Vocabulary	2.6.tip	Def			[MẸO] Đặc biệt: 육(6)+월 đổi thành "유월" (lược bỏ ㄱ) để dễ đọc!		
Lesson4	Vocabulary	2.7	Exam	칠월	trhi-ruôl	Tháng Bảy	https://luandai123.github.io/THTH/L4Vo2.7.mp3	https://luandai123.github.io/THTH/L4Vo2.7.png
Lesson4	Vocabulary	2.7.ex	Exam	칠월에 비가 많이 옵니다.	trhi-ruô-rê pi-ga ma-ni ôm-ni-ta.	Tháng Bảy mưa nhiều.	https://luandai123.github.io/THTH/L4Vo2.7.ex.mp3	
Lesson4	Vocabulary	2.7.tip	Def			[MẸO] 칠(7)+월=tháng Bảy.		
Lesson4	Vocabulary	2.8	Exam	팔월	pha-ruôl	Tháng Tám	https://luandai123.github.io/THTH/L4Vo2.8.mp3	https://luandai123.github.io/THTH/L4Vo2.8.png
Lesson4	Vocabulary	2.8.ex	Exam	팔월에 휴가를 갑니다.	pha-ruô-rê hyu-ga-rưl gam-ni-ta.	Tháng Tám đi nghỉ phép.	https://luandai123.github.io/THTH/L4Vo2.8.ex.mp3	
Lesson4	Vocabulary	2.8.tip	Def			[MẸO] 팔(8)+월=tháng Tám.		
Lesson4	Vocabulary	2.9	Exam	구월	gu-uôl	Tháng Chín	https://luandai123.github.io/THTH/L4Vo2.9.mp3	https://luandai123.github.io/THTH/L4Vo2.9.png
Lesson4	Vocabulary	2.9.ex	Exam	구월에 학교에 갑니다.	gu-uô-rê hak-kkyô-ê gam-ni-ta.	Tháng Chín đi học.	https://luandai123.github.io/THTH/L4Vo2.9.ex.mp3	
Lesson4	Vocabulary	2.9.tip	Def			[MẸO] 구(9)+월=tháng Chín.		
Lesson4	Vocabulary	2.10	Exam	시월	si-uôl	Tháng Mười	https://luandai123.github.io/THTH/L4Vo2.10.mp3	https://luandai123.github.io/THTH/L4Vo2.10.png
Lesson4	Vocabulary	2.10.ex	Exam	시월에 단풍이 듭니다.	si-uô-rê tan-phung-i tưm-ni-ta.	Tháng Mười lá đổi màu.	https://luandai123.github.io/THTH/L4Vo2.10.ex.mp3	
Lesson4	Vocabulary	2.10.tip	Def			[MẸO] Đặc biệt: 십(10)+월 đổi thành "시월" (lược bỏ ㅂ) để dễ đọc!		
Lesson4	Vocabulary	2.11	Exam	십일월	si-pi-ruôl	Tháng Mười Một	https://luandai123.github.io/THTH/L4Vo2.11.mp3	https://luandai123.github.io/THTH/L4Vo2.11.png
Lesson4	Vocabulary	2.11.ex	Exam	십일월에 날씨가 춥습니다.	si-pi-ruô-rê nal-sxi-ga trrup-ssưm-ni-ta.	Tháng Mười Một trời lạnh.	https://luandai123.github.io/THTH/L4Vo2.11.ex.mp3	
Lesson4	Vocabulary	2.11.tip	Def			[MẸO] 십일(11)+월=tháng Mười Một.		
Lesson4	Vocabulary	2.12	Exam	십이월	si-pi-uôl	Tháng Mười Hai	https://luandai123.github.io/THTH/L4Vo2.12.mp3	https://luandai123.github.io/THTH/L4Vo2.12.png
Lesson4	Vocabulary	2.12.ex	Exam	십이월에 크리스마스가 있습니다.	si-pi-uô-rê khư-ri-sư-ma-sư-ga it-ssưm-ni-ta.	Tháng Mười Hai có Giáng sinh.	https://luandai123.github.io/THTH/L4Vo2.12.ex.mp3	
Lesson4	Vocabulary	2.12.tip	Def			[MẸO] 십이(12)+월=tháng Mười Hai.		
Lesson4	Vocabulary	3	Struc	Từ vựng liên quan đến ngày, tháng (날짜 관련 어휘)				
Lesson4	Vocabulary	3.1	Exam	그저께	kư-cho-kkê	Hôm kia	https://luandai123.github.io/THTH/L4Vo3.1.mp3	https://luandai123.github.io/THTH/L4Vo3.1.png
Lesson4	Vocabulary	3.1.ex	Exam	그저께 친구를 만났습니다.	kư-cho-kkê trin-gu-rưl man-nat-ssưm-ni-ta.	Hôm kia tôi đã gặp bạn.	https://luandai123.github.io/THTH/L4Vo3.1.ex.mp3	
Lesson4	Vocabulary	3.1.tip	Def			[MẸO] "그저께" = "그저(vẫn còn) + 께(gần)" — chỉ ngày trước hôm qua.		
Lesson4	Vocabulary	3.2	Exam	어제	o-chê	Hôm qua	https://luandai123.github.io/THTH/L4Vo3.2.mp3	https://luandai123.github.io/THTH/L4Vo3.2.png
Lesson4	Vocabulary	3.2.ex	Exam	어제 영화를 봤습니다.	o-chê yong-hoa-rưl poat-ssưm-ni-ta.	Hôm qua tôi đã xem phim.	https://luandai123.github.io/THTH/L4Vo3.2.ex.mp3	
Lesson4	Vocabulary	3.2.tip	Def			[MẸO] Từ thời gian cơ bản, học thuộc lòng ngay!		
Lesson4	Vocabulary	3.3	Exam	오늘	ô-nưl	Hôm nay	https://luandai123.github.io/THTH/L4Vo3.3.mp3	https://luandai123.github.io/THTH/L4Vo3.3.png
Lesson4	Vocabulary	3.3.ex	Exam	오늘 날씨가 좋습니다.	ô-nưl nal-sxi-ga chô-ssưm-ni-ta.	Hôm nay thời tiết đẹp.	https://luandai123.github.io/THTH/L4Vo3.3.ex.mp3	
Lesson4	Vocabulary	3.3.tip	Def			[MẸO] "오늘" xuất hiện trong hầu hết câu chào hỏi hằng ngày!		
Lesson4	Vocabulary	3.4	Exam	내일	nê-il	Ngày mai	https://luandai123.github.io/THTH/L4Vo3.4.mp3	https://luandai123.github.io/THTH/L4Vo3.4.png
Lesson4	Vocabulary	3.4.ex	Exam	내일 시험을 봅니다.	nê-il sxi-ho-mưl pôm-ni-ta.	Ngày mai tôi thi.	https://luandai123.github.io/THTH/L4Vo3.4.ex.mp3	
Lesson4	Vocabulary	3.4.tip	Def			[MẸO] "내일(來日)" = lai nhật (ngày sắp tới) → ngày mai!		
Lesson4	Vocabulary	3.5	Exam	모레	mô-rê	Ngày kia	https://luandai123.github.io/THTH/L4Vo3.5.mp3	https://luandai123.github.io/THTH/L4Vo3.5.png
Lesson4	Vocabulary	3.5.ex	Exam	모레 여행을 갑니다.	mô-rê yo-hêng-ưl gam-ni-ta.	Ngày kia tôi đi du lịch.	https://luandai123.github.io/THTH/L4Vo3.5.ex.mp3	
Lesson4	Vocabulary	3.5.tip	Def			[MẸO] "모레" chỉ ngày sau ngày mai — cùng nhóm với 그저께!		
Lesson4	Vocabulary	3.6	Exam	지난주	chi-nan-chu	Tuần trước	https://luandai123.github.io/THTH/L4Vo3.6.mp3	https://luandai123.github.io/THTH/L4Vo3.6.png
Lesson4	Vocabulary	3.6.ex	Exam	지난주에 바빴습니다.	chi-nan-chu-ê pa-ppat-ssưm-ni-ta.	Tuần trước tôi bận.	https://luandai123.github.io/THTH/L4Vo3.6.ex.mp3	
Lesson4	Vocabulary	3.6.tip	Def			 [MẸO] "지나다"(trôi qua) + "주"(tuần) → tuần đã qua = tuần trước!		
Lesson4	Vocabulary	3.7	Exam	이번 주	i-bon chu	Tuần này	https://luandai123.github.io/THTH/L4Vo3.7.mp3	https://luandai123.github.io/THTH/L4Vo3.7.png
Lesson4	Vocabulary	3.7.ex	Exam	이번 주에 시험이 있습니다.	i-bon chu-ê sxi-ho-mi it-ssưm-ni-ta.	Tuần này có kỳ thi.	https://luandai123.github.io/THTH/L4Vo3.7.ex.mp3	
Lesson4	Vocabulary	3.7.tip	Def			[MẸO] "이번"(lần này) + "주"(tuần) → tuần này!		
Lesson4	Vocabulary	3.8	Exam	다음 주	ta-ưm chu	Tuần sau	https://luandai123.github.io/THTH/L4Vo3.8.mp3	https://luandai123.github.io/THTH/L4Vo3.8.png
Lesson4	Vocabulary	3.8.ex	Exam	다음 주에 여행을 갑니다.	ta-ưm chu-ê yo-hêng-ưl gam-ni-ta.	Tuần sau tôi đi du lịch.	https://luandai123.github.io/THTH/L4Vo3.8.ex.mp3	
Lesson4	Vocabulary	3.8.tip	Def			[MẸO] "다음"(kế tiếp) + "주"(tuần) → tuần sau!		
Lesson4	Vocabulary	3.9	Exam	평일	phyong-il	Ngày thường (trong tuần)	https://luandai123.github.io/THTH/L4Vo3.9.mp3	https://luandai123.github.io/THTH/L4Vo3.9.png
Lesson4	Vocabulary	3.9.ex	Exam	평일에 학교에 갑니다.	phyong-i-rê hak-kkyô-ê gam-ni-ta.	Ngày thường tôi đi học.	https://luandai123.github.io/THTH/L4Vo3.9.ex.mp3	
Lesson4	Vocabulary	3.9.tip	Def			[MẸO] "평(平)" = bình thường + "일(日)" = ngày → ngày thường!		
Lesson4	Vocabulary	3.10	Exam	주말	chu-mal	Cuối tuần	https://luandai123.github.io/THTH/L4Vo3.10.mp3	https://luandai123.github.io/THTH/L4Vo3.10.png
Lesson4	Vocabulary	3.10.ex	Exam	주말에 쉽니다.	chu-ma-rê sxuim-ni-ta.	Cuối tuần tôi nghỉ ngơi.	https://luandai123.github.io/THTH/L4Vo3.10.ex.mp3	
Lesson4	Vocabulary	3.10.tip	Def			[MẸO] "주(週)" = tuần + "말(末)" = cuối → cuối tuần!		
Lesson4	Grammar	1	Struc	한자어 수사 — Số từ Hán Hàn				
Lesson4	Grammar	1	Def			Tiếng Hàn có hai loại số từ: số từ Hán Hàn và số từ thuần Hàn. Khi nói về ngày/tháng/năm (년, 월, 일), số điện thoại, số tầng nhà, số phòng thì dùng số từ Hán Hàn.		
Lesson4	Grammar	1	Form			일, 이, 삼, 사, 오, 육, 칠, 팔, 구, 십... (1-10), 십일, 십이... (11,12...), 이십(20), 백(100), 천(1.000), 만(10.000).		
Lesson4	Grammar	1.1	Exam	오늘은 2월 15일입니다.	ô-nư-rưn i-uôl sxi-p-ô-i-rim-ni-ta.	Hôm nay là ngày 15 tháng 2.	https://luandai123.github.io/THTH/L4Gr1.1.mp3	
Lesson4	Grammar	1.2	Exam	제 전화번호는 010-287-3195번입니다.	chê cho-noa-bo-nô-nưn gông-il-gông i-phal-trhil sam-il-gu-ô bo-nim-ni-ta.	Số điện thoại của tôi là 010-287-3195.	https://luandai123.github.io/THTH/L4Gr1.2.mp3	
Lesson4	Grammar	2	Struc	N + 와/과 — Và (nối hai danh từ)				
Lesson4	Grammar	2	Def			Dùng để nối hai danh từ với nhau, tương đương "và" trong tiếng Việt.		
Lesson4	Grammar	2	Form			N không có patchim + 와 | N có patchim + 과.		
Lesson4	Grammar	2.1	Exam	교실에 책상과 의자가 있습니다.	gyô-si-rê trêk-ssang-goa ưi-cha-ga it-ssưm-ni-ta.	Trong phòng học có bàn và ghế.	https://luandai123.github.io/THTH/L4Gr2.1.mp3	
Lesson4	Grammar	2.2	Exam	여기에 시계와 가방이 있습니다.	yo-gi-ê si-gyê-oa ga-pang-i it-ssưm-ni-ta.	Ở đây có đồng hồ và cặp sách.	https://luandai123.github.io/THTH/L4Gr2.2.mp3	
Lesson4	Grammar	3	Struc	N(thời gian) + 에 — Vào, vào lúc				
Lesson4	Grammar	3	Def			Gắn sau danh từ chỉ thời gian để chỉ thời điểm xảy ra hành động. Riêng với 언제(bao giờ), 그저께, 어제, 오늘, 내일, 모레 thì KHÔNG dùng kèm 에.		
Lesson4	Grammar	3	Form			Thời gian cụ thể (요일/날짜) + 에 + Động từ.		
Lesson4	Grammar	3.1	Exam	토요일에 영화를 봅니다.	thô-yô-i-rê yong-hoa-rưl pôm-ni-ta.	Tôi xem phim vào thứ Bảy.	https://luandai123.github.io/THTH/L4Gr3.1.mp3	
Lesson4	Grammar	3.2	Exam	12월 10일에 생일 파티를 합니다.	si-pi-uôl sxi-pi-rê sêng-il pha-thi-rưl ham-ni-ta.	Tôi tổ chức tiệc sinh nhật vào ngày 10 tháng 12.	https://luandai123.github.io/THTH/L4Gr3.2.mp3	
Lesson4	Speaking	1	Struc	Hội thoại 1 — Su Bin: Hẹn gặp bạn Hàn Quốc				
Lesson4	Speaking	1.1	Exam	수빈 씨, 모레 금요일에 약속이 있습니까?	su-pin sxi, mô-rê gư-myô-i-rê yak-sxô-gi it-ssưm-ni-kka?	Chị Su Bin ơi, ngày kia (thứ Sáu) chị có hẹn gì không?	https://luandai123.github.io/THTH/L4Sp1.1.mp3	
Lesson4	Speaking	1.2	Exam	금요일이 13일입니까? 네, 약속이 있습니다. 친구를 만납니다. 한국에서 친구가 옵니다.	gư-myô-i-ri sxi-p-sam-i-rim-ni-kka? nê, yak-sxô-gi it-ssưm-ni-ta. trin-gu-rưl man-nam-ni-ta. han-gu-gê-so trin-gu-ga ôm-ni-ta.	Thứ Sáu là ngày 13 à? Vâng, tôi có hẹn. Tôi gặp bạn. Bạn tôi từ Hàn Quốc sang.	https://luandai123.github.io/THTH/L4Sp1.2.mp3	
Lesson4	Speaking	1.3	Exam	아, 친구가 옵니까? 그 친구가 베트남에서 무엇을 합니까?	a, trin-gu-ga ôm-ni-kka? kư trin-gu-ga pê-thư-na-mê-so mu-o-sưl ham-ni-kka?	À, bạn chị sang à? Bạn ấy làm gì ở Việt Nam vậy?	https://luandai123.github.io/THTH/L4Sp1.3.mp3	
Lesson4	Speaking	1.4	Exam	그 친구는 베트남 요리를 배웁니다. 베트남 요리를 좋아합니다.	kư trin-gu-nưn pê-thư-nam yô-ri-rưl pê-um-ni-ta. pê-thư-nam yô-ri-rưl chô-a-ham-ni-ta.	Bạn ấy học nấu ăn món Việt Nam. Bạn ấy thích món ăn Việt Nam.	https://luandai123.github.io/THTH/L4Sp1.4.mp3	
Lesson4	Speaking	2	Struc	Hội thoại 2 — Phong & Su Jin (풍 & 수진): Kỳ nghỉ phép				
Lesson4	Speaking	2.1	Exam	수진 씨, 수진 씨는 휴가가 8월 30일입니까?	su-chin sxi, su-chin sxi-nưn hyu-ga-ga pha-ruôl sam-si-pi-rim-ni-kka?	Su Jin ơi, kỳ nghỉ phép của Su Jin là ngày 30 tháng 8 phải không?	https://luandai123.github.io/THTH/L4Sp2.1.mp3	
Lesson4	Speaking	2.2	Exam	네, 풍 씨는 휴가 날짜가 언제입니까?	nê, phung sxi-nưn hyu-ga nal-tcha-ga on-chê-im-ni-kka?	Vâng, còn ngày nghỉ phép của anh Phong là khi nào?	https://luandai123.github.io/THTH/L4Sp2.2.mp3	
Lesson4	Speaking	2.3	Exam	제 휴가는 8월 3일입니다.	chê hyu-ga-nưn pha-ruôl sa-mi-rim-ni-ta.	Kỳ nghỉ phép của tôi là ngày 3 tháng 8.	https://luandai123.github.io/THTH/L4Sp2.3.mp3	
Lesson4	Speaking	2.4	Exam	와! 휴가에 무엇을 합니까?	oa! hyu-ga-ê mu-o-sưl ham-ni-kka?	Ồ! Anh làm gì trong kỳ nghỉ phép?	https://luandai123.github.io/THTH/L4Sp2.4.mp3	
Lesson4	Speaking	2.5	Exam	나트랑에 여행을 갑니다. 나트랑은 바다가 아주 아름답습니다.	na-thư-rang-ê yo-hêng-ưl gam-ni-ta. na-thư-rang-ưn pa-ta-ga a-chu a-rưm-tap-ssưm-ni-ta.	Tôi đi du lịch Nha Trang. Biển Nha Trang rất đẹp.	https://luandai123.github.io/THTH/L4Sp2.5.mp3	
Lesson4	Pronunciation	1	Struc	받침의 대표음 — Âm đại diện của phụ âm cuối (patchim)				
Lesson4	Pronunciation	1	Def			Có 7 cách phát âm đại diện cho phụ âm cuối: [ㄱ,ㄴ,ㄷ,ㄹ,ㅁ,ㅂ,ㅇ]. Nhóm ㄲ,ㅋ,ㄲ đọc thành [ㄱ]; nhóm ㅍ đọc thành [ㅂ]; nhóm ㅌ,ㅅ,ㅆ,ㅈ,ㅊ,ㅎ đọc thành [ㄷ].		
Lesson4	Pronunciation	1	Form			Patchim đặc biệt → quy về 1 trong 7 âm đại diện khi phát âm cuối từ.		
Lesson4	Pronunciation	1.1	Exam	부엌	pu-ok	nhà bếp → đọc đại diện [부억]	https://luandai123.github.io/THTH/L4Pr1.1.mp3	
Lesson4	Pronunciation	1.2	Exam	옷	ôt	áo → đọc đại diện [옫]	https://luandai123.github.io/THTH/L4Pr1.2.mp3	
Lesson4	Pronunciation	1.3	Exam	꽃	kkôt	hoa → đọc đại diện [꼳]	https://luandai123.github.io/THTH/L4Pr1.3.mp3	
Lesson5	Subject	0	Subj	하루 일과 (Công việc trong ngày)				
Lesson5	Vocabulary	1	Struc	Thời gian (시간)				
Lesson5	Vocabulary	1.1	Exam	새벽	sê-byok	Rạng sáng	https://luandai123.github.io/THTH/L5Vo1.1.mp3	https://luandai123.github.io/THTH/L5Vo1.1.png
Lesson5	Vocabulary	1.1.ex	Exam	새벽에 시장에 갑니다.	sê-byo-gê xi-chang-ê gam-ni-ta.	Tôi đi chợ vào lúc rạng sáng.	https://luandai123.github.io/THTH/L5Vo1.1.ex.mp3	
Lesson5	Vocabulary	1.1.tip	Def			[MẸO] "새벽" chỉ khoảng thời gian trước bình minh, sớm hơn cả 아침(buổi sáng)!		
Lesson5	Vocabulary	1.2	Exam	아침	a-trrim	Buổi sáng, bữa sáng	https://luandai123.github.io/THTH/L5Vo1.2.mp3	https://luandai123.github.io/THTH/L5Vo1.2.png
Lesson5	Vocabulary	1.2.ex	Exam	아침에 운동을 합니다.	a-trri-mê un-đông-ưl ham-ni-ta.	Tôi tập thể thao vào buổi sáng.	https://luandai123.github.io/THTH/L5Vo1.2.ex.mp3	
Lesson5	Vocabulary	1.2.tip	Def			[MẸO] "아침" vừa có nghĩa "buổi sáng" vừa có nghĩa "bữa sáng" tuỳ ngữ cảnh!		
Lesson5	Vocabulary	1.3	Exam	점심	chom-sxim	Buổi trưa, bữa trưa	https://luandai123.github.io/THTH/L5Vo1.3.mp3	https://luandai123.github.io/THTH/L5Vo1.3.png
Lesson5	Vocabulary	1.3.ex	Exam	점심에 친구를 만납니다.	chom-sxi-mê trin-gu-rưl man-nam-ni-ta.	Tôi gặp bạn vào buổi trưa.	https://luandai123.github.io/THTH/L5Vo1.3.ex.mp3	
Lesson5	Vocabulary	1.3.tip	Def			[MẸO] "점심(點心)" = điểm tâm — cũng có nghĩa "bữa trưa"!		
Lesson5	Vocabulary	1.4	Exam	저녁	cho-nyok	Buổi tối, bữa tối	https://luandai123.github.io/THTH/L5Vo1.4.mp3	https://luandai123.github.io/THTH/L5Vo1.4.png
Lesson5	Vocabulary	1.4.ex	Exam	저녁에 텔레비전을 봅니다.	cho-nyo-gê thêl-rê-pi-cho-nưl pôm-ni-ta.	Tôi xem tivi vào buổi tối.	https://luandai123.github.io/THTH/L5Vo1.4.ex.mp3	
Lesson5	Vocabulary	1.4.tip	Def			[MẸO] "저녁" vừa là "buổi tối" vừa là "bữa tối"!		
Lesson5	Vocabulary	1.5	Exam	시	sxi	Giờ	https://luandai123.github.io/THTH/L5Vo1.5.mp3	https://luandai123.github.io/THTH/L5Vo1.5.png
Lesson5	Vocabulary	1.5.ex	Exam	지금 몇 시입니까?	chi-gưm myot sxi-im-ni-kka?	Bây giờ là mấy giờ?	https://luandai123.github.io/THTH/L5Vo1.5.ex.mp3	
Lesson5	Vocabulary	1.5.tip	Def			[MẸO] "시(時)" = giờ (Hán-Việt), luôn đi với số từ thuần Hàn!		
Lesson5	Vocabulary	1.6	Exam	분	pun	Phút	https://luandai123.github.io/THTH/L5Vo1.6.mp3	https://luandai123.github.io/THTH/L5Vo1.6.png
Lesson5	Vocabulary	1.6.ex	Exam	세 시 십 분입니다.	sê sxi sxip-ppu-nim-ni-ta.	Là 3 giờ 10 phút.	https://luandai123.github.io/THTH/L5Vo1.6.ex.mp3	
Lesson5	Vocabulary	1.6.tip	Def			[MẸO] "분(分)" = phút (Hán-Việt), luôn đi với số từ Hán Hàn!		
Lesson5	Vocabulary	1.7	Exam	반	pan	Rưỡi, nửa	https://luandai123.github.io/THTH/L5Vo1.7.mp3	https://luandai123.github.io/THTH/L5Vo1.7.png
Lesson5	Vocabulary	1.7.ex	Exam	한 시 반입니다.	han sxi pa-nim-ni-ta.	Là 1 giờ rưỡi.	https://luandai123.github.io/THTH/L5Vo1.7.ex.mp3	
Lesson5	Vocabulary	1.7.tip	Def			[MẸO] "반(半)" = rưỡi/nửa — thay cho "삼십 분" (30 phút)!		
Lesson5	Vocabulary	2	Struc	Động từ chỉ sinh hoạt hằng ngày (일상 표현)				
Lesson5	Vocabulary	2.1	Exam	일어나다	i-ro-na-đa	Thức dậy	https://luandai123.github.io/THTH/L5Vo2.1.mp3	https://luandai123.github.io/THTH/L5Vo2.1.png
Lesson5	Vocabulary	2.1.ex	Exam	저는 여섯 시에 일어납니다.	cho-nưn yo-sot sxi-ê i-ro-nam-ni-ta.	Tôi thức dậy lúc 6 giờ.	https://luandai123.github.io/THTH/L5Vo2.1.ex.mp3	
Lesson5	Vocabulary	2.1.tip	Def			[MẸO] "일어나다" = "일다(dậy)" + "나다(ra)" → dậy và ra khỏi giường!		
Lesson5	Vocabulary	2.2	Exam	세수하다	sê-su-ha-đa	Rửa mặt	https://luandai123.github.io/THTH/L5Vo2.2.mp3	https://luandai123.github.io/THTH/L5Vo2.2.png
Lesson5	Vocabulary	2.2.ex	Exam	저는 아침에 세수합니다.	cho-nưn a-trri-mê sê-su-ham-ni-ta.	Tôi rửa mặt vào buổi sáng.	https://luandai123.github.io/THTH/L5Vo2.2.ex.mp3	
Lesson5	Vocabulary	2.2.tip	Def			[MẸO] "세수(洗手)" = tẩy tay (nghĩa gốc), nay dùng để chỉ rửa mặt!		
Lesson5	Vocabulary	2.3	Exam	배우다	pê-u-đa	Học	https://luandai123.github.io/THTH/L5Vo2.3.mp3	https://luandai123.github.io/THTH/L5Vo2.3.png
Lesson5	Vocabulary	2.3.ex	Exam	저는 한국어를 배웁니다.	cho-nưn han-gu-go-rưl pê-um-ni-ta.	Tôi học tiếng Hàn.	https://luandai123.github.io/THTH/L5Vo2.3.ex.mp3	
Lesson5	Vocabulary	2.3.tip	Def			[MẸO] "배우다" khác với "공부하다" — 배우다 nhấn mạnh việc tiếp thu kiến thức mới!		
Lesson5	Vocabulary	2.4	Exam	숙제하다	suk-chê-ha-đa	Làm bài tập	https://luandai123.github.io/THTH/L5Vo2.4.mp3	https://luandai123.github.io/THTH/L5Vo2.4.png
Lesson5	Vocabulary	2.4.ex	Exam	저는 저녁에 숙제합니다.	cho-nưn cho-nyo-gê suk-chê-ham-ni-ta.	Tôi làm bài tập vào buổi tối.	https://luandai123.github.io/THTH/L5Vo2.4.ex.mp3	
Lesson5	Vocabulary	2.4.tip	Def			[MẸO] "숙제(宿題)" = túc đề (bài để lại) + "하다" = làm → làm bài tập!		
Lesson5	Vocabulary	2.5	Exam	청소하다	trrong-sô-ha-đa	Dọn dẹp, dọn vệ sinh	https://luandai123.github.io/THTH/L5Vo2.5.mp3	https://luandai123.github.io/THTH/L5Vo2.5.png
Lesson5	Vocabulary	2.5.ex	Exam	저는 방을 청소합니다.	cho-nưn pang-ưl trrong-sô-ham-ni-ta.	Tôi dọn dẹp phòng.	https://luandai123.github.io/THTH/L5Vo2.5.ex.mp3	
Lesson5	Vocabulary	2.5.tip	Def			[MẸO] "청소(淸掃)" = thanh tảo (quét dọn sạch) → dọn dẹp!		
Lesson5	Vocabulary	2.6	Exam	출근하다	trrul-gưn-ha-đa	Đi làm (đến công ty)	https://luandai123.github.io/THTH/L5Vo2.6.mp3	https://luandai123.github.io/THTH/L5Vo2.6.png
